,Date,Year,Month,Startup,IndustryVertical,SubVertical,City,InvestorName,InvestmentType,NewAmount
2054,2016-01-21,2016.0,1.0,Fisdom,Consumer Internet,Personal Finance Mobile App,Bengaluru,Rob Chandra,Seed Funding,500000.0
2055,2016-01-21,2016.0,1.0,Easypolicy,Consumer Internet,Online insurance policy aggregator,Noida,Unilazer Ventures,Private Equity,2200000.0
2056,2016-01-21,2016.0,1.0,Housing.com,Consumer Internet,Online Real Estate Portal,Mumbai,SoftBank Corp,Private Equity,15000000.0
2057,2016-01-21,2016.0,1.0,CREO,Technology,Smartphone OS Developer,Bengaluru,"Sequoia Capital, Beenext Ventures, India Quotient, Anand Chandrasekaran",Private Equity,3000000.0
2058,2016-01-22,2016.0,1.0,ShabdaNagari,Consumer Internet,Hindi Language Social Networking Portal,Kanpur,Kanpur Angels & Others,Seed Funding,200000.0
2059,2016-01-22,2016.0,1.0,Little,Consumer Internet,Deal Discovery App,Bengaluru,GIC,Private Equity,0.0
2060,2016-01-22,2016.0,1.0,SnapBizz,ECommerce,Mobile based Retail Market Ecosystem,Bengaluru,"Jungle Ventures, Taurus Value Creation, Konly Venture, Blume Ventures",Private Equity,7200000.0
2061,2016-01-22,2016.0,1.0,Qlivery,Consumer Internet,on-demand concierge services,Gurugram,Chandigarh Angels Funding,Seed Funding,0.0
2062,2016-01-22,2016.0,1.0,PlexusMD,Consumer Internet,Social Network for Healthcare Professionals,Ahmedabad,"Arihant Patni, Avnish Mehra, Pranay Adhvaryu, Ravi Sampat",Seed Funding,0.0
2063,2016-01-22,2016.0,1.0,Silvan,Technology,Home Automation & Security Solutions,Bengaluru,The Chennai Angels,Seed Funding,515000.0
2064,2016-01-22,2016.0,1.0,EPS,Technology,Electronic Payments Solution Company,Mumbai,APIS Partners,Private Equity,35000000.0
2065,2016-01-22,2016.0,1.0,Qubole,Technology,Enterprise Cloud Based Data Processing,Bengaluru,"Institutional Venture Partners, Norwest Venture Partners, Lightspeed Venture Partners, CRV",Private Equity,30000000.0
2066,2016-01-22,2016.0,1.0,Gajty,Healthcare,Salons & Spa Chain,Gurugram,Purvi Ventures,Seed Funding,0.0
2067,2016-01-25,2016.0,1.0,SIFTR Labs,Consumer Internet,Photography curation & Aggregator platform,Mumbai,Venture Catalysts,Seed Funding,150000.0
2068,2016-01-25,2016.0,1.0,Power2SME,Consumer Internet,SME Online Buying Hub,Gurugram,"Nandan Nilekani, Accel Partners, Kalaari Capital and Inventus Capital",Private Equity,21000000.0
2069,2016-01-25,2016.0,1.0,SkyCandle,ECommerce,Home Décor Product etailer,Delhi,GPA group,Private Equity,0.0
2070,2016-01-27,2016.0,1.0,Teabox.com,ECommerce,Specialty Tea ETailer,Siliguri,Ratan Tata,Private Equity,0.0
2071,2016-01-27,2016.0,1.0,Buildzar,ECommerce,Construction Material ETailer,Gurugram,Puneet Dalmia,Private Equity,4000000.0
2072,2016-01-27,2016.0,1.0,Applicate,Technology,"Sales, Market, Distribution & Data Analytics Platform",Bengaluru,Undisclosed investors,Seed Funding,1000000.0
2073,2016-01-27,2016.0,1.0,WhatsOnRent,ECommerce,Online Rental Marketplace,Bengaluru,Lalit Mangal & Others,Seed Funding,0.0
2074,2016-01-28,2016.0,1.0,Zebi (yet to launch),Technology,Data Intelligence & Analytics,Hyderabad,Un disclosed investors,Seed Funding,1000000.0
2075,2016-01-28,2016.0,1.0,Truce,FMCG,Vegetables & Fruits Supply Chain,Mumbai,"Anupam Mittal, Amit Gupta, Utsav Somani, Neeraj Goenka, Farooq Adam Mukadam",Seed Funding,370000.0
2076,2016-01-28,2016.0,1.0,JustDoc,Consumer Interne,Medical Video Consultation platform,Bengaluru,"TV Mohandas Pai, Mohit Saxena, Raghunandan G, Singapore Angel Network, TracxnLabs",Seed Funding,0.0
2077,2016-01-28,2016.0,1.0,Myeglu,Technology,Connected Smart Home Solutions,Bengaluru,Foxconn Technology Group & Others,Seed Funding,0.0
2078,2016-01-29,2016.0,1.0,BitGiving,Consumer Internet,Crowd Funding Platform,Delhi,"Harminder Sahni, Krishna Mehra, Sanjay Bakshi",Seed Funding,0.0
2079,2016-01-29,2016.0,1.0,Qriyo,Consumer Internet,Online Fitness & Educational information Aggregator,Jodhpur,Idein Ventures,Seed Funding,160000.0
2080,2016-01-29,2016.0,1.0,N.O.W,Consumer Internet,Rental Bike Aggregator App,Noida,Maple Capital Advisors,Seed Funding,0.0
2081,2016-01-29,2016.0,1.0,Aisle,Consumer Internet,Indians focused Matchmaking App,Bengaluru,"TermSheet, ah! Ventures",Seed Funding,185000.0
2082,2016-01-29,2016.0,1.0,FreshMenu,Consumer Internet,Fresh Food Delivery platform,Bengaluru,"Zodius Technology Fund, Lightspeed Venture Partners",Private Equity,17000000.0
2083,2016-01-29,2016.0,1.0,Truebil,ECommerce,Online marketplace for cars,Mumbai,"Kalaari Capital, Inventus Capital, Tekton Ventures, Kae Capital",Private Equity,5150000.0
2084,2016-01-29,2016.0,1.0,Rare Media,Technology,Mobile & Cloud based App developer,Delhi,Info Edge (India) Ltd,Private Equity,1100000.0
2085,2016-01-29,2016.0,1.0,TinMen,Consumer Internet,Food Delivery Platform,Hyderabad,Lead Angel Network,Seed Funding,0.0
2086,2016-01-29,2016.0,1.0,CodingLabs,Technology,Coding Skill Showcase & Resume Builder,Hyderabad,Vineet Nalla,Seed Funding,0.0
2087,2016-01-30,2016.0,1.0,FindUrClass,Consumer Internet,Hobby & Activity Class Aggregator,Mumbai,"Amit Patni, Anirudh Damani, Samir Shah",Seed Funding,0.0
2088,2016-01-30,2016.0,1.0,DesignBids,Consumer Internet,Interior Design Marketplace,Delhi,Indian Angel Network,Seed Funding,0.0
2090,2018-02-01,2018.0,2.0,CleverTap,Technology,Mobile App Analytics,Mumbai,"Recruit Holdings, Sequoia Capital India, Accel Partners",Angel / Seed Funding,0.0
2091,2018-04-01,2018.0,4.0,EarlySalary,Finance,Online Lending,Pune,Eight Roads Ventures India,Private ,15700000.0
2092,2018-05-01,2018.0,5.0,WOTU,E-commerce,Food and Beverages,Bengaluru,"Claris Capital, Mumbai Angels Network",Angel / Seed Funding,0.0
2093,2018-08-01,2018.0,8.0,DAAKI,E-commerce,Sports Nutrition Supplement etailer,Bengaluru,Rohan Agila,Angel / Seed Funding,0.0
2094,2018-09-01,2018.0,9.0,Lendingkart,Finance,Online Lending,Ahmedabad,Nederlandse Financierings-Maatschappij voor Ontwikkelingslanden N.V.,Debt Funding,4700000.0
2096,2018-10-01,2018.0,10.0,Tapzo,Technology,Personal Assistant,Bengaluru,RuNet & Other,Private Equity,1930000.0
2097,2018-10-01,2018.0,10.0,Appario Retail Pvt Ltd.,E-commerce,Retail,Delhi,Amazon-Patni JV,Private Equity,18840000.0
2098,2018-10-01,2018.0,10.0,Samunnati,Finance,Agricultural Loan,Chennai,"responsAbility, Elevar Equity and Accel Partners",Private Equity,23500000.0
2099,2018-10-01,2018.0,10.0,Sahajanand Medical Technologies,Technology,Medical Devices,Surat,Morgan Stanley Private Equity Asia,Private Equity,36230000.0
2100,2018-12-01,2018.0,12.0,Kuants,Technology,Algorithmic Trading,Gurugram,"Pankaj Chopra, Ankush Gupta",Angel / Seed Funding,80000.0
2101,2018-12-01,2018.0,12.0,Razorpay,Technology,Payment Gateway,Bengaluru,"Tiger Global, Y Combinator",Private Equity,20000000.0
2102,2018-01-15,2018.0,1.0,Streak,Technology,Algorithmic Trading,Bengaluru,"Indian fintech fund, Rainmatter",Angel / Seed Funding,354600.0
2103,2018-01-15,2018.0,1.0,pi Ventures,Finance,Venture Capital,Bengaluru,"Sunil Kant Munjal, Hero Electronix’s corporate financing arm, Electronic Development Fund",Private Equity,25000000.0
2104,2018-01-15,2018.0,1.0,Newgen Software,Technology,IT,Delhi,"Goldman Sachs, hedge fund & Others",Private Equity,20000000.0
2105,2018-01-17,2018.0,1.0,Rubix,Technology,Education,Pune,Polaris Fund,Private Equity,1000000.0
2106,2018-01-18,2018.0,1.0,ShareChat,Technology,Social,Bengaluru,"Xiaomi Singapore, Shunwei Capital",Private Equity,18200000.0
2107,2018-01-22,2018.0,1.0,Paperflite,Technology,IT,Chennai,The Chennai Angels,Angel / Seed Funding,400000.0
2108,2018-01-22,2018.0,1.0,HungerBox,Consumer Internet,Food and Beverages,Bengaluru,Lionrock Capital,Private Equity,2500000.0
2109,2018-01-22,2018.0,1.0,Skillate,Technology,Artificial Intellegence,Bengaluru,"Incubate Fund India, Anuj Agrawal",Private Equity,0.0
2110,2018-01-22,2018.0,1.0,OptaCredit,Finance,Alternative Lending,Chennai,DMI Finance,Private Equity,4000000.0
2111,2018-01-22,2018.0,1.0,AEON Learning,Technology,Education,Bengaluru,Dr. Ranjan Pai,Private Equity,3200000.0
2112,2018-01-23,2018.0,1.0,Milkbasket,E-commerce,Online Grocery,Gurugram,Unilever Ventures,Private Equity,3000000.0
2113,2018-01-24,2018.0,1.0,NeoGrowth Credit,Finance,Digital Lending,Mumbai,"LeapFrog Investments, Aspada Investment, Quona Capital",Private Equity,47000000.0
2114,2018-01-24,2018.0,1.0,Rao IIT Academy,Education,Coaching Services,Mumbai,Avendus Finance,Structured Debt,8600000.0
2115,2018-01-24,2018.0,1.0,Aye Finance,Finance,Online Lending,Gurugram,IFMR Capital,Term Loan,6240000.0
2116,2018-01-25,2018.0,1.0,Glassic,Ecommerce,Eyewear,Bengaluru,"Chennai Angels, Lead Angels, LetsVenture",Angel / Seed Funding,0.0
2117,2018-01-25,2018.0,1.0,GreyAtom,Technology,Education,Mumbai,Pravega Ventures,Private Equity,1000000.0
2118,2018-01-26,2018.0,1.0,Axio,Healthcare,Hemostatic Dressing Solutions,Bengaluru,RNT Capital,Private Equity,7400000.0
2119,2018-01-29,2018.0,1.0,eKincare,Healthcare,Technology,Hyderabad,"Ventureast, Endiya Partners, Eight Roads Ventures, Touchstone Equities, BVR Mohan Reddy",Private Equity,1500000.0
2120,2018-01-29,2018.0,1.0,The Wedding Brigade,Consumer internet,Online Services,Mumbai,Blume Ventures,Private Equity,1000000.0
2121,2018-01-30,2018.0,1.0,PeeSafe,Healthcare,Hygiene,Gurugram,"Shivani Singh, Rahul Maroli, Mitesh Shah, Venture Catalysts, Alfa Capital, Green Shots Capital, Real Time Ventures.",Private Equity,1000000.0
2122,2018-01-30,2018.0,1.0,BrowserStack,Technology,Browser Testing,Mumbai,Accel Partners,Private Equity,50000000.0
2123,2018-01-30,2018.0,1.0,Scapic,Technology,Virtual Reality,Bengaluru,"Axilor Ventures, Newfort Capital",Angel / Seed Funding,500000.0
2124,2018-01-30,2018.0,1.0,MoneyOnMobile,Technology,Mobile Payment Platform,Mumbai,Undisclosed Investors,Private Equity,7600000.0
2125,2018-01-30,2018.0,1.0,CureFit,Healthcare,Fitness,Bengaluru,"HDFC Bank, Axis Bank",Debt Funding,10000000.0
2126,2018-01-31,2018.0,1.0,iNurture,Technology,Education Solutions,Bengaluru,Ventureast,Private Equity,4400000.0
2183,2016-01-03,2016.0,1.0,DriveU,Consumer Internet,Chauffeurs Discovery for private car owners,Bengaluru,Unitus Seed Fund,Seed Funding,0.0
2184,2016-01-03,2016.0,1.0,Gympik,Consumer Internet,"Fitness Centres, Gym Discovery online marketplace",Bengaluru,RoundGlass Partners,Private Equity,0.0
2185,2016-01-03,2016.0,1.0,Testbook,Consumer Internet,Online Test Preparation Platform,Mumbai,S Chand & Co,Private Equity,0.0
2186,2016-01-03,2016.0,1.0,IQlect,Technology,Big Data Analytics Platform,Bengaluru,"Lip-Bu Tan, Michael Marks, Nicolas Braithwaite",Private Equity,0.0
2187,2016-02-03,2016.0,2.0,MoMark,Consumer Internet,Mobile Wallet Aggregation platform,Noida,YourNest Angel Fund,Private Equity,600000.0
2188,2016-02-03,2016.0,2.0,Skedool,Consumer Internet,AI based Office Assistant Mobile App,Seattle / Bangalore,"Kludein LLC
Phanindra Sama, Narayan Ramachandran, Pranav Pai",Seed Funding,0.0
2189,2016-02-03,2016.0,2.0,Systemantics,Technology,Industrial robots maker,Bengaluru,"Nandan Nilekani, Accel Partners",Private Equity,1400000.0
2190,2016-03-03,2016.0,3.0,Vertuals,Technology,Audio Visual Digital Content creators for Brands,Mumbai,Dino Morea,Seed Funding,0.0
2191,2016-03-03,2016.0,3.0,Imarticus Learning,Education,Financial Services & Analytics Education Institute,Mumbai,"Blinc Advisors, Amit Nanavati, Tashwinder Singh, Taranjit Jaswal, Amit Khanna",Private Equity,1000000.0
2192,2016-03-03,2016.0,3.0,Shouut,Consumer Internet,Social Discovery Mobile app,Delhi,Undisclosed investor,Seed Funding,500000.0
2193,2016-04-03,2016.0,4.0,TinyStep,Consumer Internet,Parenting Social Network Platform,Bengaluru,Matt Glickman,Private Equity,0.0
2194,2016-04-03,2016.0,4.0,Aahaa,ECommerce,Office Products Super Store,Chennai,"YourNest Angel Fund,",Private Equity,1000000.0
2195,2016-04-03,2016.0,4.0,Arcatron Mobility,Technology,Smart wheelchair Design and Development,Pune,"Sudhir Mehta, Anoop Hingorani",Seed Funding,0.0
2196,2016-04-03,2016.0,4.0,FTCash,Consumer Internet,Mobile Payments Platform,Kolkata,IvyCap Ventures,Seed Funding,150000.0
2197,2016-04-03,2016.0,4.0,Civilsdaily,Consumer Internet,Civil Services News Aggregator,Delhi,Manoj Kumar & Other undisclosed investors,Seed Funding,0.0
2198,2016-04-03,2016.0,4.0,Zappka,Consumer Internet,Mobile App discovery and review platform,Gurugram,"Daman Soni, Rajat Gupta & Others",Seed Funding,100000.0
2199,2016-04-03,2016.0,4.0,Tarusa World,ECommerce,Handicraft products eTailer,Mumbai,Mohit Gulati,Seed Funding,0.0
2200,2016-04-03,2016.0,4.0,medECUBE,Healthcare,Healthcare related Services provider,Gurugram,Artiman Ventures,Private Equity,4000000.0
2201,2016-07-03,2016.0,7.0,N.O.W,Consumer Internet,Bike Taxi Service & Hyperlocal Delivery App,Noida,"Ruchirans Jaipuria, Anuj Sanghi",Seed Funding,500000.0
2202,2016-07-03,2016.0,7.0,Ninjacart,ECommerce,B2B marketplace for Farmers & Retailers,Bengaluru,"Accel Partners, Qualcomm Ventures, M&S Partners, Zop Smart",Private Equity,3000000.0
2203,2016-07-03,2016.0,7.0,Reach,Consumer Internet,Cross Platform P2P file sharing mobile app,Bengaluru,"Rebright Partners, Sol Primero, Sudhir Anandarao, Ankur Warikoo, Ankur Singla",Seed Funding,500000.0
2204,2016-07-03,2016.0,7.0,Vanity Cube,Consumer Internet,Hyperlocal Beauty Services platform,Delhi,Unicorn Ventures,Seed Funding,250000.0
2205,2016-07-03,2016.0,7.0,Wooplr,ECommerce,Curated Fashion ECommerce portal,Bengaluru,"Naveen Tewari, Abhay Singhal, Amit Gupta, Piyush Shah, Raghunandan G, Rajiv Mehta",Seed Funding,0.0
2206,2016-07-03,2016.0,7.0,Medidaili,Consumer Internet,Medical Support service platform,Bengaluru,Undisclosed private investors,Seed Funding,100000.0
2207,2016-08-03,2016.0,8.0,Finomena,Technology,Credit Worthiness Big Data Analytics,Delhi,Matrix Partners India,Private Equity,0.0
2208,2016-08-03,2016.0,8.0,Cookaroo,Consumer Internet,Food Delivery Platform,Bengaluru,Vijay Krishna Yadav,Seed Funding,0.0
2209,2016-08-03,2016.0,8.0,vPhrase Analytics,Technology,AI based data analytics platform,Mumbai,"Apoorv Ranjan Sharma, Daud Ali and others",Seed Funding,0.0
2210,2016-08-03,2016.0,8.0,LoveCycles,Consumer Internet,Women’s health Tracker,Bengaluru,Prime Venture Partners,Seed Funding,750000.0
2211,2016-08-03,2016.0,8.0,Kartrocket,ECommerce,ECommerce SAAS platform,Delhi,"Undisclosed Japanese investor, Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding Co Ltd, 500 Start-Ups",Private Equity,8000000.0
2212,2016-08-03,2016.0,8.0,dunzo,Consumer Internet,Daily Task Management App,Bengaluru,"Aspada Investment Advisors, Blume Ventures.",Seed Funding,650000.0
2213,2016-09-03,2016.0,9.0,Indiamart,ECommerce,B2B Marketplace for SMBs,Noida,Amadeus Capital,Private Equity,0.0
2214,2016-09-03,2016.0,9.0,SmartVizX,Technology,Virtual Reality Solutions,Noida,"Indian Angel Network, Stanford Angels, Entrepreneurs India",Seed Funding,500000.0
2215,2016-09-03,2016.0,9.0,MyGubbi,Real Estate,Interior Design & Home Décor Solutions,Bengaluru,"Vipul Parekh, ajesh K Murthy,",Seed Funding,2500000.0
2216,2016-09-03,2016.0,9.0,Nukkad Shops,Consumer Internet,Hyperlocal Grocery Delivery Service,Hyderabad,PurpleTalk Inc,Seed Funding,1000000.0
2217,2016-09-03,2016.0,9.0,Cloudacar,Consumer Internet,Carpooling Mobile App,Pune,"Amit Choudhary, Anuj Puri",Seed Funding,0.0
2218,2016-09-03,2016.0,9.0,Justride,Consumer Internet,Self Drive Car Rental,Mumbai,Dheeraj Jain & Other angel investors,Seed Funding,400000.0
2219,2016-09-03,2016.0,9.0,Yana,Consumer Internet,Personal AI Transaction Engine App,Gurugram,"Puneet Gupta,",Seed Funding,0.0
2220,2016-10-03,2016.0,10.0,Big Fish Ventures,Food & Beverage,premium dining lounges Chain,Delhi,Undisclosed investors,Private Equity,11100000.0
2221,2016-10-03,2016.0,10.0,Stylflip,ECommerce,Pre-Owned Fashion marketplace mobile app,Mumbai,"Raj Gala Shah, Zaheer Memon",Seed Funding,0.0
2222,2016-10-03,2016.0,10.0,Icertis,Technology,Contract Management Software Solutions platform,Pune/Seattle,"Ignition Partners, Greycroft Partners, Fidelity Growth Partners India",Private Equity,15000000.0
2223,2016-10-03,2016.0,10.0,Supplified,ECommerce,Construction material eTailer,Delhi,Mohit Goel,Seed Funding,1000000.0
2224,2016-11-03,2016.0,11.0,JollyFoodFellow,Technology,Food Related Marketing & Branding platform,Ahmedabad,Janak Parikh,Seed Funding,0.0
2225,2016-03-14,2016.0,3.0,PinkBlue,ECommerce,Medical Supplies eTailer,Bengaluru,"Hari Krishna, Ajay Modani, Dr V Ravinder, Anirudh Rastogi, Abhishek Jain, Rakesh Gakhar, Rajeev Mudumba, Nagendra Prasad Bhanuprakash",Seed Funding,223608.0
2226,2016-03-14,2016.0,3.0,TruckingCube,Logistics,"Domestic, Commercial, and Industrial Goods Movers",Delhi,Agarwal Movers Group,Private Equity,14900000.0
2227,2016-03-14,2016.0,3.0,eSwasthya,Consumer Internet,Online Medicine Delivery Aggregator,Ahmedabad,Hemang Sahani,Seed Funding,0.0
2228,2016-03-15,2016.0,3.0,FlipClass,Consumer Internet,Tutor Search Platform,Bengaluru,"S Chand and Co Pvt Ltd, Blume Ventures",Private Equity,1000000.0
2229,2016-03-15,2016.0,3.0,Proximit,Technology,Advertising Technology,Pune,Funding through 1Crowd platform,Seed Funding,150000.0
2230,2016-03-15,2016.0,3.0,WithMe,Consumer Internet,Personalized Fashion App,Gurugram,"Alex Kuruvilla, Pradeep Guha, Saket Dhankar, Rajan Pandhare",Seed Funding,250000.0
2231,2016-03-16,2016.0,3.0,Gapoon,Consumer Internet,Hyperlocal Home Maintenance services,Bengaluru,"Chandrashekar Tallapragada, Pankaj Kapoor",Seed Funding,180000.0
2232,2016-03-16,2016.0,3.0,Avagmah,Consumer Internet,Online Education Portal,Bengaluru,"Kris Gopalakrishnan, Atul Nishar",Seed Funding,0.0
2233,2016-03-16,2016.0,3.0,WorkIndia,Consumer Internet,Online Job Board,Mumbai,Beenext,Seed Funding,0.0
2234,2016-03-16,2016.0,3.0,Wealthy,Consumer Internet,Online Investment management portal,Bengaluru,"Zishaan Hayath, Abhishek Goyal, Arjun and Rohan Malhotra, Harpreet Singh Grover, Gagan Dugal",Seed Funding,250000.0
2235,2016-03-17,2016.0,3.0,Pramati,Healthcare,Specialized Patient Care platform,Noida,Undisclosed investors,Seed Funding,200000.0
2236,2016-03-17,2016.0,3.0,Qlivery,Consumer Internet,Ondemand Concierge Service,Gurugram,Swastika Company Ltd,Seed Funding,230000.0
2237,2016-03-17,2016.0,3.0,HealthEnablr,Consumer Internet,Doctor Discovery and booking platform,Mumbai,Undisclosed investors,Seed Funding,800000.0
2238,2016-03-17,2016.0,3.0,Liftiee,Consumer Internet,Car/ bike Pooling App,Mumbai,"Rannvijay Singh, Anita Hassanandani",Seed Funding,108000.0
2239,2016-03-18,2016.0,3.0,Hello Curry,Food & Beverage,Quick Service Restaurant Chain,Hyderabad,Sashi Reddi & Other unnamed investors,Private Equity,1500000.0
2240,2016-03-19,2016.0,3.0,goSporto,Consumer Internet,Online Sports discovery and booking platform,Delhi,Naveen Gupta,Seed Funding,30000.0
2241,2016-03-21,2016.0,3.0,OneClickWash,Consumer Internet,Online Laundry & Washing service Booking & Delivery,Gurugram,Unitus Seed Fund,Seed Funding,0.0
2242,2016-03-21,2016.0,3.0,Girnar Software,Consumer Internet,Online News Media Network,Jaipur,Google Capital,Private Equity,0.0
2243,2016-03-21,2016.0,3.0,Room On Call,Consumer Internet,Budget hotel aggregator,Gurugram,CASHurDRIVE Marketing Pvt Ltd,Private Equity,2000000.0
2244,2016-03-22,2016.0,3.0,Byju’s,Consumer Internet,Educational Video Content Creator,Bengaluru,"Sequoia India, Sofina",Private Equity,75000000.0
2245,2016-03-22,2016.0,3.0,BigBasket,eCommerce,Online Grocery Shop,Bengaluru,Abraaj Group,Private Equity,150000000.0
2246,2016-03-22,2016.0,3.0,DrivoJoy,Consumer Internet,On-demand 2-wheeler Servicing platform,Bengaluru,"Indian Angel Network, Tracxn Labs & Others",Seed Funding,600000.0
2247,2016-03-22,2016.0,3.0,Smartron,Technology,Internet of Things Device manufacturer,Bengaluru,Sachin Tendulkar,Private Equity,0.0
